Name,ctrl_1,ctrl_2,ctrl_3,ctrl_4,sp1A,sp1B1,sp1B2,sp2A1,sp2A2,sp2B1,sp2B2,sp3A,sp4A1,sp4A2,sp4B,sp4C1,sp4C2,sp4D,sp5A,sp5B,sp5C,sp6A,clin1,clin2
PA3280,2907,2658,3161,925,12,880,830,304,476,358,389,659,572,127,7,1082,19,505,981,1460,1225,2608,729,129
PA3281,848,923,910,947,8,915,896,303,627,597,523,432,606,49,4,791,7,203,619,648,791,1256,274,49
PA3282,268,303,287,254,0,411,377,208,346,316,309,100,515,54,1,251,8,88,251,796,349,1457,199,67
PA3283,348,353,353,506,15,1555,1464,690,1215,1025,1133,936,2058,162,8,1194,13,442,1396,932,3872,1725,265,101
PA3284,120,113,138,224,4,782,622,376,643,625,695,808,976,94,10,1364,14,310,998,431,2610,681,148,31
PA3285,2216,1925,2238,5085,19,4947,4454,1633,3293,2774,2995,769,1785,366,8,3015,34,728,3049,1127,4171,1615,3304,187
PA3286,2704,2859,3031,11073,35,6644,6041,2963,6765,4689,5019,21247,9445,1665,124,4370,128,6924,7655,2334,8760,3393,5720,290
PA3287,367,374,378,555,4,674,640,399,714,691,788,988,599,70,9,517,7,221,566,480,517,879,1525,77
PA3288,644,611,733,1132,6,1113,1094,495,1058,930,984,3924,1405,107,25,1201,11,533,1945,539,1109,1002,3195,178
PA3289,2640,2180,2795,759,4,777,782,251,485,395,477,22546,1168,128,106,732,6,642,1110,398,1550,912,1582,90
PA3290,16184,15026,16326,6324,30,6456,6656,2282,4505,3825,3818,8426,4360,863,48,6197,88,2551,7490,2690,6900,5478,17254,984
PA3291,87,80,104,94,8,220,201,129,252,218,186,172,170,113,2,95,18,166,164,234,256,548,178,32
PA3292,128,113,166,103,7,143,139,87,125,147,132,105,94,65,0,92,22,155,150,361,291,784,614,105
PA3293,404,422,403,374,6,325,301,158,290,263,244,180,195,49,0,264,3,128,241,692,338,1403,758,72
PA3294,84,85,91,97,6,136,106,80,174,127,95,77,56,25,1,71,7,36,99,596,156,1162,99,26
PA3295,1094,1037,1100,1934,10,1448,1240,833,2028,1375,1524,28632,6374,567,161,923,42,5457,1953,649,2123,1188,2167,145
PA3296,162,221,186,284,9,244,256,195,220,184,177,112,129,54,1,203,4,67,211,1575,196,2616,276,140
PA3297,3931,3644,3785,10434,56,13354,12597,5944,13860,10485,10544,3229,5825,1174,41,7883,120,2144,10828,5485,6966,11523,14674,709
PA3298,914,987,1066,199,5,254,257,85,147,138,116,270,163,25,0,309,4,69,277,258,383,577,222,21
PA3299,4556,4398,4271,6772,51,8985,8577,4602,9925,7749,7507,4147,5455,1133,29,4939,104,4266,11669,2899,6620,5768,10255,505
PA3300,2338,2661,2487,1248,19,1482,1259,689,1275,944,974,5053,1071,194,36,973,29,784,1571,1824,1849,3751,1642,207
PA3301,653,654,644,883,12,982,902,640,1194,953,843,580,744,144,5,618,11,339,1142,1300,842,2586,1555,110
PA3302,394,465,472,951,5,798,834,371,715,552,581,1037,550,97,8,741,21,162,1479,609,828,1325,1359,73
PA3303,2617,2289,2682,1644,10,1876,1910,824,1555,1251,1265,930,1539,376,10,2594,24,493,4992,1778,1463,3735,1964,156
PA3304,1491,1377,1564,1444,8,1506,1513,632,1431,1042,1077,639,3673,494,6,2369,42,679,4338,1313,1335,2808,1753,135
PA3304.1,29,43,41,20,0,30,31,17,17,27,27,15,51,5,1,57,0,8,88,75,48,214,32,8
PA3305,7254,7122,7675,4528,31,4984,5227,2375,4741,4321,4369,1096,7105,729,21,8286,58,1482,14286,3054,5128,6711,4207,223
PA3305.1,1060,1036,1103,73980,1863,59360,55006,217799,305046,309120,274695,343527,839384,95428,1976,83911,4579,179925,91821,31673,101519,157572,178022,29015
PA3306,5616,5244,4679,5798,15,2778,2969,1213,2541,2365,2347,5135,4130,467,43,3624,25,2684,5768,1136,4341,2318,3399,120
PA3307,22719,17333,16389,18152,35,4226,4541,1587,2716,2469,2594,7383,7200,1171,69,11525,140,10863,16486,2670,16043,2842,1614,143
PA3308,808,804,810,8314,45,8602,8122,6151,13556,11817,11765,2084,9113,1075,24,5315,90,2480,7654,4939,3547,9589,8898,457
PA3309,12079,12559,14763,226050,317,38816,42679,146148,232745,146384,165629,80207,788491,16162,791,210896,1602,59336,114149,14198,137993,29150,111771,6316
PA3310,2988,2866,2942,11904,23,3869,3638,2980,6562,5060,4828,2114,13059,489,26,7686,59,1854,6247,2705,6862,5190,4965,319
PA3311,13379,14168,15599,2618,27,1555,1407,589,1238,1038,948,2342,1163,203,17,3097,27,373,2123,3375,3701,8087,3375,274
PA3312,3409,2978,4348,1708,5,938,993,348,781,550,617,2632,969,89,19,1391,7,415,1349,1512,1192,3372,1376,88
PA3313,435,483,448,1498,10,828,668,474,827,549,552,3008,1148,133,19,569,21,558,1086,1582,651,3860,2131,169
PA3314,838,932,905,1643,3,1282,1242,507,1067,817,792,377,711,83,2,740,8,214,1045,1227,882,3370,2199,101
PA3315,6133,6397,6784,1148,5,562,490,205,472,323,330,525,211,51,8,1502,7,85,1148,1355,1281,3602,1028,71
PA3316,10419,9231,11090,2759,7,1332,1307,377,875,577,655,1056,416,100,14,3045,16,202,2339,1374,2748,3451,1957,65
PA3317,834,788,896,1260,6,1208,1125,535,1118,904,912,1486,795,86,8,839,17,500,1139,1052,1237,2641,1231,67
PA3318,218,220,245,125,4,198,168,114,125,103,101,124,108,27,3,153,1,84,172,665,214,1730,132,48
PA3319,895,991,1027,922,19,804,714,392,500,427,392,318,414,131,3,624,26,236,713,3334,660,6703,812,187
PA3320,504,503,484,326,2,379,339,117,238,204,221,251,299,43,3,418,4,164,290,675,275,1502,324,35
PA3321,1043,1073,1129,2638,10,1693,1633,627,1310,1021,1103,3919,1407,161,34,761,10,1250,1212,1489,898,3845,1473,85
PA3322,1310,1182,1241,3306,16,2932,2651,1312,2757,2079,2185,8278,3387,403,44,1551,24,1902,2184,1239,2104,3331,2194,122
PA3323,855,1080,910,307,11,488,391,196,262,225,243,392,366,76,3,304,7,188,363,1300,223,3172,446,97
PA3324,3722,3933,3701,1841,28,2579,2281,905,2002,1810,1789,651,1007,223,11,1644,16,588,2188,3094,1435,7205,2408,190
PA3325,1829,1576,1771,1085,16,3566,2834,826,2331,2158,2035,1228,815,137,9,1877,31,227,2397,1627,2718,3000,2181,102
PA3326,7498,6408,7767,2349,57,8832,7220,2788,7493,6240,6173,16055,2387,366,88,3310,152,947,6028,2169,11471,5234,14490,605
PA3327,9656,9783,9894,9004,140,28934,22002,7850,23663,21338,19748,48976,3904,740,268,8548,196,3599,10471,14465,21077,36922,42997,1457
PA3328,499,515,503,870,24,3791,2836,1144,3520,2764,2553,4574,371,72,31,761,24,517,1140,2397,3350,5885,6421,213
PA3329,1142,1218,1227,1163,25,4556,3212,1379,4046,3595,3414,3208,535,100,14,1125,43,519,1414,2614,4294,6433,8759,254
PA3330,702,682,674,972,29,4938,3389,1512,4666,4138,3883,4043,676,111,28,1051,35,550,1284,1873,4290,4411,10134,245
PA3331,1145,1276,1190,1111,15,3664,2429,1101,3209,2556,2323,1594,535,122,9,1093,25,364,1225,2489,3448,5685,8792,336
PA3332,101,120,117,203,8,796,485,208,586,364,396,9688,610,69,55,346,32,1031,327,728,1225,1540,2236,101
PA3333,520,568,500,767,20,3308,2142,868,2774,2262,2166,967,605,64,8,985,39,336,1048,1977,3567,4017,8734,204
PA3334,290,266,315,241,5,1045,694,238,746,435,452,85,106,15,3,391,16,41,307,396,1160,862,2832,127
PA3335,1094,1047,1202,1013,10,2149,1536,683,1820,1406,1341,599,1305,81,1,1309,24,269,1177,1412,2375,3476,5434,149
PA3336,700,785,778,8329,15,2832,2099,2843,6293,4218,4341,2538,3215,204,25,4538,47,1061,3468,2591,5675,5775,11039,342
PA3337,672,650,775,12036,18,2719,2486,8520,14664,8957,9719,4399,17117,484,36,10790,115,1272,6991,2645,7214,5367,12986,746
PA3338,559,383,616,746,6,615,607,236,560,378,412,3474,1141,208,21,689,11,1159,1023,559,684,826,728,44
PA3339,4143,4289,4727,3391,30,1673,1466,847,1810,1193,1247,2612,2002,270,8,3130,25,1120,2170,4377,2297,8314,2500,243
PA3340,12456,12939,13396,5260,15,2353,2192,801,1806,1454,1527,5136,3152,237,38,4855,40,878,3654,4597,4774,9393,2760,212
PA3341,59195,57541,54905,16205,17,3385,3428,1553,4515,3349,3398,4077,18893,1405,49,15782,56,6534,13837,1662,16906,4792,3728,81
PA3342,2860,2574,3031,1561,17,918,906,509,1077,804,832,3026,1422,194,27,1158,26,554,1414,1761,1126,3067,2640,136
PA3343,4120,4160,4814,2956,17,2436,2341,1211,2712,2236,2271,1913,2112,251,11,2440,24,695,3205,2008,2411,4124,2039,156
PA3344,3272,3154,3160,11557,60,18826,17811,9668,20908,18357,19686,9178,20897,3163,63,10482,119,10718,14441,5529,8966,10356,14425,594
PA3345,1881,1339,1928,2308,11,3114,3146,1740,4281,3568,3909,7352,3764,440,50,2144,32,1803,2580,704,3620,1342,2678,77
PA3346,20635,20624,23625,8861,30,7382,6439,1999,4551,4042,3784,11934,5171,473,64,7643,72,1583,8826,3280,9780,7391,7499,278
PA3347,6996,6320,8106,2615,3,2700,2182,709,1481,1152,1183,17397,2573,228,95,2396,44,936,4574,731,4819,1454,1181,66
PA3348,21370,23115,23291,11887,14,4161,3760,1300,3272,2454,2391,7061,4852,554,48,6951,65,3372,8735,1928,8925,3831,3314,127
PA3349,55802,59437,60729,51744,53,11255,10507,4156,10146,7301,7828,130180,43506,4209,699,27772,271,36384,54684,5482,34914,10398,6203,277
PA3350,4617,4131,5253,4722,30,8144,8113,1446,3350,2511,2812,24121,3828,465,125,2600,43,1633,4987,1541,2812,3008,1770,99
PA3351,19734,19114,19777,22734,36,6794,6301,1764,3470,2663,2865,71258,53141,10730,426,16201,128,75931,50985,2764,15285,2732,4250,281
PA3352,11298,11601,10726,15493,30,4294,4308,1452,2901,2373,2332,6316,6500,1104,45,7814,89,4736,16795,2755,8403,2686,3516,197
PA3353,10750,10696,11518,5461,15,2720,2541,1156,3109,2553,2628,1538,2463,372,15,4462,32,1059,5187,1479,4050,4077,4493,142
PA3354,16252,17006,17031,4920,10,4466,4235,1248,3133,2764,2626,5441,2080,339,33,6173,32,1009,5260,1422,4954,3468,4229,135
PA3355,4803,4911,5104,3338,15,3105,2940,1224,2454,1972,2060,3623,2018,393,30,3539,26,1179,3317,2880,3375,5906,2849,218
PA3356,8219,7466,8029,14018,57,14285,13425,4110,10111,7291,7268,37096,10545,1234,200,8529,58,5124,11355,3528,11312,8449,6570,432
PA3357,2216,2214,2190,3444,13,2376,2302,928,2060,1636,1635,3273,1376,245,15,1862,17,734,2299,3020,1814,6695,2379,152
PA3358,307,277,293,483,12,679,590,271,429,370,400,181,299,96,1,639,7,86,1064,1966,362,3978,581,92
PA3359,696,735,696,507,14,813,641,311,515,398,390,267,498,101,3,720,9,175,1210,1804,583,4502,644,150
PA3360,1187,1213,1149,1073,14,1547,1513,496,1042,956,958,348,4198,363,5,2771,10,537,3722,2459,967,4921,1015,107
PA3361,7834,7216,7580,1326,8,4748,3661,1171,4294,3833,3530,6321,711,67,39,8615,38,472,4776,941,8098,3094,2669,119
PA3362,2364,2391,2046,833,8,1473,1237,361,1355,1275,1111,1103,370,54,5,2127,16,146,1019,873,1872,2076,2,0
PA3363,761,820,785,420,14,986,885,270,566,457,431,371,235,55,1,639,11,106,553,965,566,2134,549,75
PA3364,1856,1959,1752,874,25,2032,1897,548,1101,994,962,796,1035,203,4,1359,8,382,1203,2138,1162,4761,982,117
PA3365,1150,1177,1254,496,13,1332,1275,298,474,492,494,496,800,134,7,750,14,233,548,2092,566,5004,459,78
PA3366,1681,1405,1660,1416,29,5147,4443,706,1478,1244,1209,7699,3272,642,26,3060,33,1662,2536,2058,1819,4551,990,129
PA3366.1,17,20,27,2,0,8,14,6,4,5,4,16,5,3,0,7,0,7,10,31,10,97,1,1
PA3367,241,207,254,172,4,225,198,154,345,276,263,743,377,39,4,197,3,194,238,505,262,1132,122,46
PA3368.1,6,11,9,8,0,8,8,4,6,6,6,44,6,1,2,5,0,13,1,10,7,10,158,11
PA3368,701,722,668,557,1,540,533,244,466,432,459,1783,583,70,3,416,7,328,406,1010,502,2459,916,81
PA3369,4686,5657,5229,456,4,794,710,262,686,736,670,8071,364,140,46,14717,37,839,2843,750,1203,2649,1005,226
PA3370,1842,2011,1983,72,2,253,228,83,211,277,224,3025,93,63,18,1006,8,195,423,240,329,886,213,53
PA3371,1307,1352,1322,113,2,213,183,99,213,215,271,47039,864,337,251,1166,6,1595,406,348,1430,875,305,44
PA3372,2916,2940,2830,564,8,951,838,370,820,928,803,5096,463,190,34,1505,10,624,1021,1662,1307,4412,1316,138
PA3373,1629,1571,1710,1362,10,1342,1304,495,1070,790,868,6350,1047,176,51,1299,13,640,1410,1125,1455,3041,1188,91
PA3374,1146,1231,1260,746,11,719,641,290,530,423,404,855,361,82,4,814,15,191,640,2311,747,6553,865,121
PA3375,160,162,148,197,1,140,117,97,144,84,110,138,111,33,1,130,5,52,146,1208,132,3830,206,58
PA3376,400,370,368,380,10,348,351,157,230,171,170,160,218,50,0,357,5,166,331,1416,301,4286,286,69
PA3377,310,343,356,509,8,214,184,128,172,149,123,227,174,50,4,379,3,206,414,1506,358,4256,451,67
PA3378,296,280,293,382,9,414,394,210,283,235,239,156,205,57,1,302,4,131,317,1969,335,5457,516,99
PA3379,95,91,71,100,3,86,105,80,84,60,51,35,66,19,2,66,2,47,82,1141,56,3294,84,56
PA3380,37,51,43,59,3,43,36,37,25,21,21,33,23,17,0,40,2,15,47,795,33,2230,29,30
PA3381,94,100,100,96,5,60,62,64,61,46,33,40,54,30,0,66,0,37,79,1318,71,3578,74,54
PA3382,117,134,111,145,6,99,70,97,84,52,50,173,142,38,2,124,6,69,105,1413,84,3548,104,51
PA3383,88,125,91,90,4,81,66,140,59,60,51,58,71,30,1,58,6,44,68,1690,79,4584,60,102
PA3384,446,448,514,392,4,355,350,167,253,196,216,295,305,50,0,373,6,148,404,1443,453,3782,306,61
PA3385,127823,103781,125208,32430,72,13944,13665,10578,23973,20375,21237,66061,77544,14162,417,21637,409,85372,39644,4137,27079,10933,8430,515
PA3386,1745,1400,1735,2031,3,540,578,412,1305,1300,1242,983,3863,314,13,1897,9,1720,1376,807,1215,1570,462,36
PA3387,523,502,521,607,7,312,307,315,565,575,551,446,2992,326,1,391,7,1820,563,1404,393,3762,235,58
PA3388,785,756,784,1268,4,613,607,386,747,697,673,1629,2082,213,12,1239,5,1214,1250,1578,984,3625,896,65
PA3390,244,288,264,214,2,167,151,80,133,107,106,54,283,38,2,475,4,302,448,455,326,1328,137,31
PA3389,140,109,137,130,0,121,106,72,136,75,81,58,194,29,0,106,3,141,184,618,105,1593,142,33
PA3391,536,551,597,1266,26,1685,1739,538,621,477,715,376,5410,526,7,1390,15,1770,6118,4219,616,10890,751,305
PA3392,833,807,897,897,14,1281,1434,508,680,421,667,332,908,311,6,887,31,334,3064,3781,593,9933,538,320
PA3393,696,723,789,626,9,935,925,313,394,324,427,205,935,192,2,693,12,200,1607,2608,490,7985,508,166
PA3394,1576,1651,1614,713,11,589,522,168,304,288,297,233,469,79,4,672,8,165,921,1784,553,5414,522,78
PA3395,40,55,43,153,9,219,212,108,109,89,122,24,187,94,2,151,4,131,475,1689,77,4885,166,81
PA3396,76,100,94,462,4,550,499,158,324,321,364,127,508,60,4,417,5,171,862,1187,365,3130,381,44
PA3397,461,449,455,8582,20,8506,7888,1505,3793,3080,2984,3007,4644,849,23,8521,63,8110,13703,3763,14620,4218,12957,269
PA3398,1179,1274,1354,2125,11,2007,1727,679,1423,983,1073,1951,1163,191,16,1278,23,585,1592,1803,1441,4534,3190,199
PA3399,1353,1247,1505,1642,7,1802,1605,512,1208,837,864,2579,749,154,20,1329,36,490,1433,780,1735,1768,1768,119
PA3400,588,554,603,833,16,706,589,364,570,424,437,358,262,61,8,770,12,165,792,1846,829,4787,703,118
PA3401,1312,1307,1330,1405,14,1400,1256,588,989,781,709,364,638,118,3,997,9,303,1199,2132,1229,5776,1238,151
PA3402,813,786,808,1538,19,1243,1239,642,1281,965,964,686,757,118,7,856,14,388,1296,1834,1164,5592,1246,117
PA3403,540,467,570,583,5,776,712,357,828,468,482,460,311,69,5,548,9,178,743,920,747,2598,448,59
PA3404,735,730,701,2410,11,1428,1289,365,686,675,673,622,508,72,9,1341,16,278,1024,2697,3411,8254,2819,191
PA3405,616,652,571,922,15,2542,2326,641,1097,1101,1123,477,633,160,9,1592,31,328,502,2620,6990,9481,445,131
PA3406,288,356,325,579,21,2575,2544,537,953,975,1003,559,393,92,2,1089,21,141,289,3915,6498,12593,400,178
PA3407,2908,3231,2927,2288,36,16653,16651,2970,8073,6631,7553,38821,3764,352,205,6359,82,1897,1579,2528,77688,10108,1967,72
PA3408,1593,1718,1700,3397,46,15395,14633,1965,4631,4789,5208,35503,6541,960,198,3395,169,1924,1498,6730,36895,21329,2052,276
PA3409,1482,1588,1470,5167,27,13044,12739,1759,4545,6632,7263,48166,10511,725,257,3425,45,3678,1618,2633,19389,8197,2144,106
PA3410,220,189,184,4369,43,8435,7698,1135,2183,3809,3874,4285,4363,1715,25,570,40,4833,752,2163,4826,3594,708,93
PA3411,111,104,119,325,10,784,725,78,108,146,170,366,281,103,4,122,8,350,135,427,401,1251,338,58
PA3412,367,330,379,404,3,944,843,267,508,435,431,585,290,63,4,515,8,229,592,482,897,1447,565,43
PA3413,2342,2119,2414,950,13,1558,1439,1079,2557,2038,2186,2713,828,142,17,667,21,2097,881,425,1143,1604,495,62
PA3414,100076,95664,92092,21050,27,4153,4636,1859,3873,2971,3123,3895,3262,517,57,7895,175,2039,5772,1512,7792,9482,4245,131
PA3415,89177,87923,90836,6578,21,2643,2704,618,1514,1186,1250,392,762,158,34,6673,39,378,2788,2421,6060,9356,5450,202
PA3416,117488,123902,116689,8118,19,2716,3008,543,1388,953,957,716,724,244,45,7378,38,394,4019,2145,7433,8931,6908,215
PA3417,99261,102664,99803,8593,20,3211,3394,598,1831,1194,1153,1233,636,367,33,8052,39,681,4234,2529,7810,10843,8807,264
PA3418,107571,101849,102384,12890,32,7849,7620,1410,3410,2530,2344,40017,7192,3621,234,21447,170,7448,14961,3545,21984,11134,10999,731
PA3419,1913,2037,1882,1438,8,1599,1469,394,778,594,606,1557,320,85,13,724,8,242,879,1467,838,4956,1689,101
PA3420,2927,3004,3184,1555,32,828,886,389,527,424,420,682,495,127,9,866,20,258,1063,4513,1132,15069,2547,227
PA3421,1314,1332,1360,621,17,561,566,293,376,311,311,2662,519,110,24,727,16,262,614,2559,670,6938,517,161
PA3422,2190,2347,2479,1222,23,977,903,402,577,473,478,581,531,112,6,871,19,224,792,3352,1055,7055,756,169
PA3423,1802,1681,1730,1206,7,1163,1116,420,947,717,689,1102,828,109,7,787,13,357,1207,1375,1140,3826,1348,93
PA3424,858,929,928,725,21,911,821,501,960,798,780,747,489,132,5,693,6,230,756,2533,762,7762,1001,149
PA3425,616,749,738,264,6,337,312,122,260,218,200,524,212,35,5,399,2,44,285,524,368,1612,628,33
PA3426,6198,6671,6995,2120,12,2168,1987,594,1437,1180,1303,6961,1308,116,37,1954,21,557,1790,1558,3143,4605,2715,118
PA3427,2188,1825,2076,1511,18,1081,1099,505,806,698,711,13574,3788,501,80,959,16,1247,2062,1997,1553,4985,2919,158
PA3428,558,541,615,259,2,218,285,39,99,96,84,49,755,71,0,509,1,45,980,412,177,977,249,28
PA3429,2220,2202,2429,1275,12,1115,1289,263,476,360,363,346,2514,268,1,2090,9,129,3514,1534,822,3763,1498,86
PA3430,2663,2613,2639,2735,48,3971,4579,437,746,572,581,1459,7939,2635,23,8531,116,398,12054,2790,2387,4020,1653,219
PA3431,454,511,499,26049,146,51268,56600,903,2097,1800,1762,776,183246,31635,144,106039,302,5360,113080,10196,29411,3205,13406,371
PA3432,115,102,120,10928,123,22812,24432,391,873,795,785,77,150346,21835,91,66113,227,3218,74083,5966,14407,1767,7655,195
PA3433,1063,1210,1192,1121,9,977,946,310,541,468,513,709,1171,152,4,1078,14,354,1383,1454,838,3943,1797,96
PA3434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA3435,398,363,415,1302,3,1570,1397,903,1634,1282,1316,1415,1339,379,13,1218,22,884,2024,1015,1097,1709,1782,145
PA3436,302,280,304,626,8,301,288,138,189,152,153,919,450,82,5,361,7,196,408,1239,237,2447,634,77
PA3437,2601,2190,2420,2428,18,2426,2310,842,1716,1953,1920,4169,1706,513,39,2232,47,1746,3527,1801,3404,3582,3896,244
PA3438,858,917,861,781,6,1065,956,374,752,619,612,562,314,130,5,752,17,161,1121,1028,1064,2453,2323,168
PA3439,670,674,675,1489,10,1237,1170,336,808,717,705,570,471,110,3,779,16,361,1322,608,993,1472,5184,238
PA3440,440,377,394,314,4,438,400,196,598,375,419,366,249,71,2,184,6,86,424,473,392,1187,0,0
PA3440.1,411,404,383,929,4,1041,999,335,838,553,585,242,315,57,4,307,6,136,567,587,443,1322,0,0
PA3441,254,193,385,1046,5,270,261,84,189,149,167,307,204,23,2,1173,1,56,725,263,4010,640,0,0
PA3442,319,341,365,973,5,404,438,198,382,341,341,172,341,61,2,520,7,128,682,1387,616,3618,0,0
PA3443,115,129,129,568,5,171,188,116,146,135,141,52,161,59,0,289,4,66,336,1200,347,3756,0,0
PA3444,394,407,417,1216,8,348,360,124,221,198,200,360,462,77,3,717,6,208,395,2152,1117,5577,0,0
PA3445,322,363,312,689,6,282,293,115,153,143,142,101,215,50,1,505,5,92,290,1497,656,3887,0,1
PA3446,167,188,178,1150,3,347,314,99,200,241,200,197,275,37,2,872,1,138,266,826,995,2250,0,0
PA3447,95,107,113,259,7,174,185,94,110,74,72,104,104,25,2,235,4,61,200,1032,296,3057,0,0
PA3448,272,232,279,341,7,206,200,97,159,147,122,107,110,50,1,308,1,65,204,1481,440,3465,0,0
PA3449,236,257,209,288,13,169,151,86,96,87,77,91,99,59,1,307,9,54,139,1626,394,4185,0,0
PA3450,622,531,639,3763,5,622,527,162,460,370,327,553,411,77,9,2116,21,156,773,979,3035,1966,0,0
PA3451,5760,5646,6386,437,6,1087,980,136,508,364,446,3872,592,107,18,866,11,330,1132,238,1808,652,0,0
PA3452,1977,1962,2123,2532,25,4079,3853,917,1920,1635,1665,3181,5269,746,21,3644,179,5252,5948,5436,4722,6032,0,0
PA3453,203,169,183,957,13,1071,973,486,856,714,757,786,966,132,1,701,13,341,1263,1175,633,2404,0,0
PA3454,799,704,745,1042,12,785,710,233,454,393,388,759,541,92,5,827,21,200,989,2008,773,4255,0,1
PA3455,4908,4458,4839,5903,36,3925,3669,1306,2736,2180,2153,6646,2853,538,33,4085,79,1573,3834,2450,4749,7287,1,1
PA3456,935,993,957,3048,13,1989,2005,1251,2670,2045,2074,5085,4777,420,24,1953,28,1889,2580,3658,1936,9636,0,0
PA3457,1081,959,1015,5449,14,3116,3148,2279,4485,3756,3821,1765,3426,299,12,2885,12,758,2922,1402,2416,3730,1,0
PA3458,1104,1062,1068,3616,10,1208,1114,1174,2096,1427,1541,2937,10189,292,27,2056,25,1481,2784,774,2048,2295,10002,353
PA3459,19496,20679,17642,25626,48,7598,6865,4159,8325,7042,6712,5758,8219,1946,82,24405,135,10826,17601,4753,16012,12843,29498,1574
PA3460,20096,20622,17444,8815,29,5910,5425,1367,3883,4678,3963,856,1652,491,24,12894,53,759,7687,3925,8033,11302,19571,1135
PA3461,9357,9672,8259,3286,24,2787,2307,688,1640,1653,1571,730,1047,488,5,4758,23,693,3837,2330,3654,7586,10455,655
PA3462,3080,3195,3392,1973,20,2030,1658,615,1211,939,883,4830,806,195,35,1481,32,304,1734,3949,2005,11128,2999,273
PA3463,161,147,180,171,3,138,110,56,139,95,80,227,230,29,1,132,1,40,298,209,151,493,301,17
PA3464,743,728,706,887,7,904,847,480,832,628,663,2079,777,130,14,646,22,333,764,2110,761,5546,1853,147
PA3465,11987,11726,12225,5890,20,4034,3562,3092,7596,6017,5515,2181,4302,391,21,6213,59,661,6217,3036,5079,9008,5893,309
PA3466,3310,2926,3331,4010,31,2922,2643,1545,3355,2515,2552,2994,3208,506,25,3371,94,1529,3686,2487,3313,6664,3971,251
PA3467,787,746,787,546,6,604,560,293,432,321,306,295,407,88,2,455,8,185,559,1993,492,5771,551,128
PA3468,708,652,656,1532,20,1415,1288,619,1173,921,979,1936,1268,271,12,1440,35,813,1646,2053,1307,5100,1404,147
PA3469,444,503,523,1347,7,1469,1363,496,1052,870,856,6907,2595,328,18,1281,19,1260,1431,895,1036,1969,1227,67
PA3470,218,224,247,832,1,884,824,289,597,460,469,621,714,130,6,498,6,301,640,655,484,1566,706,62
PA3471,1389,1624,1364,6349,35,6761,6000,2031,4554,2871,2941,2015,1850,571,26,3240,53,709,4017,2956,3466,7036,4439,268
