Locus,Name,LocusName,MedianSputumEffect,MedianSputumP,sp1.Est,sp2.Est,sp3.Est,sp4.Est,sp5.Est,sp6.Est,sp1.FDR,sp2.FDR,sp3.FDR,sp4.FDR,sp5.FDR,sp6.FDR,sp1.P,sp2.P,sp3.P,sp4.P,sp5.P,sp6.P
PA4671,,PA4671,3.198234068,4.43E-08,3.10984768,4.074417464,2.566862539,4.344392091,3.286620455,-1.328872575,1.12E-06,8.18E-12,0.000541147,3.52E-12,7.38E-08,0.153271568,8.50E-08,5.78E-13,9.28E-05,1.11E-13,3.60E-09,0.090480045
PA0519,nirS,nirS,3.194653004,5.45E-05,2.56037468,2.919490558,-0.195745616,4.731510187,4.644600686,3.469815451,0.003020928,0.000133137,0.90217337,2.76E-08,8.60E-08,0.000543388,0.000786777,3.89E-05,0.840740715,2.54E-09,4.26E-09,7.02E-05
PA4264,rpsJ,rpsJ,3.155644527,3.28E-06,3.006268841,3.349987969,2.91326512,4.548705741,3.305020213,-1.780061348,4.77E-05,4.99E-07,0.00062177,3.73E-10,2.99E-06,0.103616526,6.30E-06,8.75E-08,0.000109448,2.15E-11,2.52E-07,0.055754347
PA4669.1,,PA4669.1,3.152904249,0.000562584,3.470991705,5.353665436,2.143191785,4.152138892,2.834816793,-4.364584937,0.000817346,1.10E-07,0.088123268,2.63E-05,0.00354925,0.013184044,0.000168404,1.66E-08,0.039406474,5.07E-06,0.000956765,0.004444814
PA5558,atpF,atpF,3.145925554,3.56E-09,3.054050734,4.408496766,3.177755246,3.815296711,3.114095862,0.404556123,1.15E-07,8.79E-16,1.12E-06,5.25E-12,1.42E-08,0.631142813,6.57E-09,3.22E-17,9.00E-08,1.77E-13,5.49E-10,0.527954041
PA4210,phzA1,phzA1,3.14512787,1.58E-05,0.736540635,3.575018911,4.566281416,-0.149441161,2.715236829,4.377121832,0.418026916,3.18E-07,1.21E-07,0.874953164,0.000190038,1.21E-06,0.285898718,5.33E-08,7.80E-09,0.817370251,3.15E-05,2.77E-08
PA1899,phzA2,phzA2,3.138753354,3.11E-07,3.307129071,2.296331254,5.176595462,1.475848884,4.821728361,2.970377636,1.05E-08,5.31E-06,1.47E-15,0.005996405,7.06E-17,1.46E-05,4.64E-10,1.17E-06,1.63E-17,0.002189982,4.21E-19,6.22E-07
PA4746,,PA4746,3.119806352,0.000200165,2.708449787,3.41850929,4.813365549,6.615727264,2.821103414,-0.300077643,0.004334701,6.27E-05,7.37E-06,6.23E-11,0.001617545,0.842349397,0.00119132,1.71E-05,7.18E-07,2.90E-12,0.000383237,0.778929269
PA0887,acsA,acsA,3.115815711,0.000428271,3.213176417,3.730789111,-1.33732517,2.322010964,3.232809533,3.018455006,0.000331388,4.75E-06,0.330338057,0.004531894,0.00014663,0.003366408,6.01E-05,1.03E-06,0.215374848,0.00159865,2.32E-05,0.000796405
PA3655,tsf,tsf,3.104298507,1.13E-07,3.003299757,4.039787266,1.55898793,4.486279984,3.205297256,0.749705242,2.47E-06,1.17E-11,0.051544269,1.01E-12,1.50E-07,0.382806508,2.18E-07,8.65E-13,0.020398794,2.72E-14,7.91E-09,0.280084299
PA3133.2,,PA3133.2,3.102121288,0.000134478,3.000775226,5.327679672,-0.236871253,4.466782942,3.203467349,-3.526261364,0.001109103,9.78E-13,0.928137195,1.81E-08,0.000165589,0.129707569,0.000242336,5.77E-14,0.879596499,1.56E-09,2.66E-05,0.073640573
PA4259,rpsS,rpsS,3.101607502,1.78E-14,3.567415694,3.230388201,0.828879477,3.756251911,2.972826803,0.247090924,2.36E-15,1.62E-15,0.177262405,2.77E-18,2.43E-12,0.717414494,2.24E-17,6.18E-17,0.094355366,2.29E-20,3.54E-14,0.627517346
PA0542,,PA0542,3.095721767,4.73E-14,2.309276584,3.308161213,3.14306241,2.846597167,3.048381125,3.872599071,1.24E-07,7.01E-17,2.10E-10,2.99E-12,1.80E-13,3.24E-14,7.25E-09,2.18E-18,6.78E-12,9.25E-14,2.18E-15,2.27E-17
PA0579,rpsU,rpsU,3.091184779,2.16E-05,2.743820797,3.516976605,2.303845038,3.43854876,3.635346599,-1.415311507,0.000250938,2.48E-07,0.009696325,1.07E-06,5.89E-07,0.199020481,4.30E-05,4.07E-08,0.002746555,1.48E-07,3.68E-08,0.124587583
PA4834,,PA4834,3.072652339,6.12E-07,4.709102379,4.652174671,1.960419282,2.630219486,3.515085192,2.505516575,1.06E-12,3.11E-14,0.01100056,7.19E-06,1.13E-08,0.00090129,1.89E-14,1.45E-15,0.003195143,1.22E-06,4.25E-10,0.000139177
PA4672,,PA4672,3.072442314,1.13E-06,2.736792683,3.408091944,4.518314003,4.855423909,2.580843185,0.150673161,2.06E-05,5.21E-09,3.95E-10,4.68E-14,1.95E-05,0.886276223,2.38E-06,6.08E-10,1.43E-11,9.03E-16,2.25E-06,0.835103026
PA5374,betI,betI,3.053231504,0.001117023,4.409649897,1.295326958,2.37907107,3.727391939,4.194365193,0.766945165,1.68E-08,0.048661679,0.008123446,2.30E-07,2.26E-08,0.456848724,7.78E-10,0.026867259,0.002234019,2.74E-08,9.37E-10,0.348982594
PA4433,rplM,rplM,3.051143993,1.69E-05,2.618214924,4.006409271,3.484073061,4.63332435,2.308861655,-0.572286139,0.000195026,9.84E-10,1.25E-05,2.79E-11,0.00045186,0.591711046,3.24E-05,1.00E-10,1.31E-06,1.21E-12,8.65E-05,0.485892591
PA4064,,PA4064,3.034819771,1.66E-17,3.730323132,3.895730038,1.209370987,2.821221881,3.248417661,2.624719317,2.57E-22,6.50E-28,0.013066746,2.46E-15,3.52E-19,9.27E-09,7.21E-25,5.13E-30,0.003951212,3.32E-17,1.30E-21,6.67E-11
PA3685,yeaZ,yeaZ,3.029594734,2.47E-06,2.735770773,3.323418695,4.3142045,4.962397646,2.418500559,1.395224626,3.88E-05,3.22E-08,7.58E-09,1.27E-13,0.000104598,0.090664925,4.94E-06,4.47E-09,3.79E-10,2.69E-15,1.56E-05,0.047399112
PA4270.1,P26,P26,2.999750212,0.083793036,3.477320569,4.840081328,0,4.90762589,2.522179855,0,0.090413316,0.003446873,1,0.004669359,0.204204206,1,0.041795134,0.001411294,1,0.001657795,0.125790938,1
PA5139,,PA5139,2.983655763,1.82E-05,2.628665029,3.338646497,4.774384707,4.125298373,1.507874562,1.473502159,0.000216284,2.04E-07,2.56E-09,2.03E-09,0.024142274,0.092742872,3.64E-05,3.28E-08,1.13E-10,1.38E-10,0.009245076,0.048843651
PA2490,,PA2490,2.976118304,0.077046796,2.942627674,6.556878244,0,3.009608935,3.057668654,0,0.155504095,6.79E-07,1,0.12779093,0.105044288,1,0.080262819,1.23E-07,1,0.073830773,0.056254216,1
PA3308,hepA,hepA,2.964944958,4.18E-14,3.140712963,4.00084349,1.519764793,3.131808966,2.628031818,2.798080949,8.41E-15,8.44E-26,0.002375176,2.67E-16,5.11E-12,7.59E-09,9.15E-17,7.85E-28,0.000517303,3.00E-18,8.34E-14,5.06E-11
PA0963,aspS,aspS,2.963493941,1.84E-05,2.614589089,3.312398793,3.622041505,4.669157288,1.940579231,0.166166418,0.000215069,2.12E-07,6.00E-06,2.65E-11,0.003294237,0.88516331,3.62E-05,3.44E-08,5.71E-07,1.14E-12,0.00087935,0.83327764
PA3656,rpsB,rpsB,2.962918195,0.000125261,2.49697502,3.428861369,4.149367274,5.365301086,2.46680094,-0.123311245,0.001987197,2.67E-06,5.31E-06,6.45E-11,0.001119796,0.930997574,0.000480233,5.43E-07,4.99E-07,3.02E-12,0.000249979,0.892110698
PA4748,tpiA,tpiA,2.944089048,4.38E-07,3.054329956,4.107306473,1.778006056,4.359828554,2.833848139,-0.771834138,3.70E-06,3.00E-11,0.028481395,1.55E-11,5.68E-06,0.429064471,3.50E-07,2.38E-12,0.009950027,6.00E-13,5.25E-07,0.323869128
PA5559,atpE,atpE,2.941002585,1.03E-07,3.027698433,4.344313054,2.812612099,3.345709811,2.854306737,-0.106744376,1.28E-06,2.22E-13,9.00E-05,1.25E-08,1.42E-06,0.923092271,1.01E-07,1.19E-14,1.23E-05,1.04E-09,1.04E-07,0.880971529
PA3408,hasR,hasR,2.91964963,0.000808466,2.93655069,1.556390145,4.561525773,1.592274694,3.095285161,2.90274857,0.001110727,0.044897282,7.29E-06,0.055490298,0.000292089,0.005198244,0.00024302,0.024520945,7.08E-07,0.027750488,5.21E-05,0.001373913
PA0381,thiG,thiG,2.90233884,2.75E-08,2.304503788,3.112473781,3.711189791,3.565689446,2.300455585,2.692203898,3.37E-06,3.80E-12,3.19E-11,6.30E-14,8.32E-07,6.23E-06,3.12E-07,2.50E-13,8.47E-13,1.28E-15,5.49E-08,2.12E-07
PA3967,,PA3967,2.894821624,5.51E-07,2.052131292,2.800923332,1.93908831,4.100642616,2.988719916,3.250002079,0.0015798,9.47E-07,0.013824657,4.77E-11,1.13E-06,2.03E-05,0.000366254,1.77E-07,0.004216787,2.15E-12,7.88E-08,9.25E-07
PA1853,,PA1853,2.894213702,2.37E-09,2.886712803,2.720479218,3.770675053,3.317884121,2.901714602,1.615908381,1.64E-07,2.53E-08,1.14E-09,1.78E-10,3.00E-08,0.016260397,1.01E-08,3.43E-09,4.72E-11,9.54E-12,1.30E-09,0.005764479
PA5568,,PA5568,2.892986906,1.48E-06,3.097363191,3.620739781,1.357648935,4.612312197,2.688610622,0.395006086,4.19E-06,4.12E-09,0.117967865,4.39E-12,2.19E-05,0.690066725,4.01E-07,4.71E-10,0.056507102,1.42E-13,2.55E-06,0.594997862
PA3769,guaA,guaA,2.888701696,1.14E-07,3.415561215,3.380600639,0.584482043,4.109532888,2.396802753,1.831154366,4.56E-10,9.30E-12,0.461236858,1.10E-14,2.76E-06,0.005377602,1.46E-11,6.71E-13,0.333178467,1.81E-16,2.28E-07,0.001442081
PA4385,groEL,groEL,2.883522741,6.97E-07,3.066810944,4.623515911,-1.190455539,4.090174513,2.700234537,0.015685213,2.62E-06,1.56E-13,0.231508254,9.30E-11,1.11E-05,0.99689891,2.32E-07,8.04E-15,0.134321918,4.52E-12,1.16E-06,0.983012346
PA4348,,PA4348,2.882868537,2.09E-07,1.710180844,4.400469108,2.709419162,3.657698779,2.624103728,3.056317911,0.00339628,1.31E-15,4.73E-05,3.31E-11,1.47E-06,8.39E-06,0.000900032,4.90E-17,6.04E-06,1.45E-12,1.10E-07,3.09E-07
PA5560,atpB,atpB,2.881072294,0.000151938,1.837478573,3.762141686,3.695415348,4.088272169,2.06672924,-0.479728115,0.00844309,3.29E-09,2.10E-06,8.90E-10,0.001329506,0.650854297,0.002567897,3.67E-10,1.78E-07,5.54E-11,0.000303698,0.549308233
PA4277.2,,PA4277.2,2.880327816,0.000287189,3.089376467,4.756061293,1.539386583,3.616302931,2.671279166,-3.666319177,0.000694764,3.09E-08,0.197298453,2.24E-05,0.001815345,0.023848785,0.000137904,4.27E-09,0.108967749,4.26E-06,0.000436473,0.009350331
PA3818,,PA3818,2.88031771,9.87E-05,2.483534611,3.277100809,3.535035177,5.069337939,2.018986763,0.058111563,0.000919342,1.18E-06,3.13E-05,1.80E-11,0.003900103,0.968729024,0.000193614,2.22E-07,3.75E-06,7.22E-13,0.001078723,0.944757316
PA4272,rplJ,rplJ,2.878948607,3.76E-13,3.218317008,3.665130942,-0.161704909,3.150525151,2.607372063,-1.921094637,1.71E-14,3.72E-21,0.82844482,1.86E-15,3.32E-11,0.00226378,2.01E-16,6.40E-23,0.741791062,2.48E-17,7.52E-13,0.000484301
PA2394,pvdN,pvdN,2.858377703,6.15E-06,4.473922316,2.494383431,3.757017127,1.545831303,3.222371976,1.157669525,5.74E-10,4.60E-05,1.96E-06,0.016078447,1.49E-06,0.193336274,1.86E-11,1.21E-05,1.65E-07,0.006758152,1.12E-07,0.120114147
PA4268,rpsL,rpsL,2.855913364,1.78E-05,2.823779343,3.754930037,2.888047385,4.617748385,2.642547732,0.02754555,0.000111704,2.30E-08,0.000619976,1.56E-10,0.000122097,0.990246426,1.69E-05,3.11E-09,0.000108915,8.10E-12,1.87E-05,0.973215161
PA3332,,PA3332,2.853034582,1.92E-05,2.265544078,2.017766926,6.576571646,3.280278444,2.706243126,2.999826038,0.001349247,0.000943405,1.17E-15,6.88E-07,4.82E-05,0.00030788,0.00030641,0.000339248,1.23E-17,8.99E-08,6.25E-06,3.21E-05
PA3235,,PA3235,2.846862189,0.000335041,3.711205317,3.042258639,1.071209096,2.651465739,3.455614405,2.052442708,7.71E-05,0.000222082,0.395276117,0.001910453,0.0001047,0.06182887,1.10E-05,6.82E-05,0.271666408,0.000601836,1.57E-05,0.029731678
PA4429,,PA4429,2.844786609,0.00014795,1.071544468,2.919877914,6.206264145,5.013954918,2.769695303,-0.945761842,0.277269041,0.000227056,1.88E-09,2.00E-08,0.001028118,0.478780213,0.167003747,6.98E-05,8.06E-11,1.75E-09,0.000226085,0.369798476
PA4966,,PA4966,2.843541164,4.01E-17,3.295970084,2.890484064,0.902820292,1.979377949,2.796598264,2.961345478,9.76E-23,8.32E-22,0.043898501,1.27E-10,8.20E-19,8.26E-14,2.40E-25,1.34E-23,0.016856778,6.45E-12,3.60E-21,8.03E-17
PA3337,rfaD,rfaD,2.837163985,7.98E-06,1.666120195,4.206413977,2.807515191,3.993922588,2.866812779,2.170813626,0.009367297,1.56E-12,0.00011082,5.70E-11,1.65E-06,0.003785028,0.002908169,9.59E-14,1.58E-05,2.61E-12,1.27E-07,0.000930634
PA3266,capB,capB,2.824211545,0.000401006,2.605030164,1.961964175,4.933217347,3.061778603,3.043392925,-3.865745584,0.002928858,0.009397642,6.38E-07,0.000167458,0.000250375,0.007291496,0.000758686,0.004273305,4.84E-08,3.95E-05,4.33E-05,0.002088403
PA5505,,PA5505,2.823179794,2.03E-16,2.649292431,2.919629087,4.214101834,3.2331378,2.726730502,1.835102738,3.35E-12,2.01E-17,1.03E-22,5.09E-19,3.78E-14,0.000105607,6.64E-14,5.62E-19,3.26E-25,3.50E-21,4.05E-16,7.95E-06
PA2619,infA,infA,2.8191152,6.81E-05,1.834912287,3.055891263,3.593846891,4.296917835,2.582339136,-2.467808119,0.025060642,1.92E-05,7.95E-05,3.59E-08,0.000621717,0.043449326,0.009090223,4.76E-06,1.07E-05,3.43E-09,0.000125478,0.019498056
PA4275,nusG,nusG,2.813750194,1.63E-05,2.804196988,3.829085096,2.299611108,4.653803476,2.823303401,-1.455714768,0.000155614,2.19E-08,0.00906325,2.14E-10,5.70E-05,0.181268893,2.49E-05,2.94E-09,0.00253701,1.18E-11,7.63E-06,0.11147178
PA4256,rplP,rplP,2.810679057,9.99E-11,3.069316664,3.053339237,-0.020605628,3.526954821,2.568018877,-0.799097123,5.27E-11,4.39E-13,0.990931827,3.57E-15,5.71E-09,0.242061423,1.39E-12,2.44E-14,0.969632338,4.95E-17,1.98E-10,0.158797052
PA0150,,PA0150,2.810520121,2.80E-05,4.225483309,3.313998796,1.340670547,4.023514922,2.092369787,2.307041445,3.30E-11,3.97E-09,0.094489013,2.24E-11,0.000311163,0.001763744,8.05E-13,4.52E-10,0.042972983,9.31E-13,5.61E-05,0.000346682
PA4352,,PA4352,2.808475762,6.82E-05,1.071156899,3.965009045,2.903071072,3.580903151,2.713880453,1.606942753,0.182800469,7.96E-09,0.000677552,3.09E-07,0.00010048,0.075206908,0.09871482,9.77E-10,0.000121526,3.80E-08,1.50E-05,0.037629852
PA1923,,PA1923,2.805289259,5.76E-11,4.018252302,4.592981042,-1.208976452,2.812369909,2.798208608,2.117607273,1.47E-15,4.94E-22,0.104003895,8.42E-10,1.97E-09,0.000397786,1.24E-17,7.62E-24,0.048303977,5.20E-11,6.32E-11,4.54E-05
PA2445,gcvP2,gcvP2,2.800182746,1.58E-12,3.620263004,3.924937071,-0.480795246,2.590993834,2.073207842,3.009371658,2.72E-18,1.83E-24,0.453990871,9.25E-12,6.02E-08,5.95E-10,1.15E-20,2.09E-26,0.32627108,3.33E-13,2.86E-09,2.82E-12
PA0512,nirH,nirH,2.790940732,5.69E-06,2.463989142,3.117892321,-0.398595531,2.239442376,3.409485305,4.5411966,7.92E-05,2.47E-08,0.704508678,9.12E-05,1.32E-08,5.49E-10,1.14E-05,3.35E-09,0.593725987,2.04E-05,5.04E-10,2.51E-12
PA0668.2,,PA0668.2,2.788955618,0.110348474,2.129996044,3.732600258,0,3.528526619,3.085556548,2.492354687,0.328033252,0.029339268,1,0.060397404,0.102146018,0.25134566,0.206963767,0.01517939,1,0.030813488,0.054353585,0.166343363
PA0149,,PA0149,2.751199812,0.007967684,4.495284876,3.767595078,1.051451811,5.322409112,1.734804546,0.84237689,1.03E-06,3.82E-06,0.385486714,3.45E-09,0.037705626,0.483009416,7.75E-08,8.03E-07,0.262669634,2.48E-10,0.015934564,0.373743158
PA0423,pasP,pasP,2.745740659,0.000240738,3.7595392,2.113215693,4.314408856,1.519953148,3.378265625,0.512381884,1.09E-06,0.001285935,4.59E-07,0.029986419,3.73E-06,0.638642947,8.27E-08,0.000481154,3.39E-08,0.013677554,3.23E-07,0.536648373
PA4940,,PA4940,2.74149409,5.55E-07,2.646065408,3.698271691,2.836922772,4.086123264,2.292296855,0.016514279,1.99E-06,6.68E-13,9.37E-06,5.24E-14,1.13E-05,0.994168604,1.71E-07,3.82E-14,9.40E-07,1.04E-15,1.19E-06,0.979338079
PA1011,,PA1011,2.740444604,1.16E-12,3.128862288,3.222006523,2.831478747,2.64941046,2.553873422,0.975128195,8.03E-14,2.66E-17,2.88E-09,9.71E-12,7.80E-11,0.07033073,1.11E-15,7.60E-19,1.29E-10,3.56E-13,1.97E-12,0.034597584
PA4542,clpB,clpB,2.736377469,8.75E-05,2.516133079,4.062755509,-0.453829379,5.330723445,2.956621858,1.020646911,0.000825601,6.91E-09,0.710494846,3.62E-12,3.39E-05,0.294930832,0.000170684,8.39E-10,0.601102484,1.16E-13,4.26E-06,0.20310786
PA4258,rplV,rplV,2.733227431,1.24E-08,3.287674868,2.844873519,0.963229702,3.698412516,2.621581343,-0.465290069,2.33E-09,5.46E-09,0.194029058,2.02E-12,4.06E-07,0.577074111,8.65E-11,6.45E-10,0.106412918,5.90E-14,2.42E-08,0.47022729
PA0778,icp,icp,2.730727209,4.52E-09,1.741626878,2.322810918,3.794960411,2.860598822,2.600855596,3.173490748,0.000925739,3.17E-07,6.93E-11,3.02E-09,1.07E-07,2.26E-07,0.000195286,5.31E-08,1.97E-12,2.15E-10,5.39E-09,3.65E-09
PA0668.5,,PA0668.5,2.729445477,0.141361919,2.966536266,3.923365988,0,4.635044119,0,2.492354687,0.179228231,0.034393512,1,0.014608541,1,0.276402655,0.096062305,0.018168563,1,0.006041589,1,0.186661533
PA3196,,PA3196,2.726782338,0.000165969,1.363017035,1.493697509,4.557235385,4.4316542,2.875713987,2.577850688,0.062494328,0.01315417,6.74E-09,1.01E-10,1.40E-05,0.001703717,0.026980703,0.006223875,3.32E-10,4.94E-12,1.53E-06,0.000330411
PA1596,htpG,htpG,2.725726718,0.000937054,2.256351098,4.490861335,-0.38282934,5.701167582,3.195102337,1.283436663,0.006395851,9.20E-09,0.781718092,2.00E-11,4.89E-05,0.215732262,0.00186774,1.14E-09,0.684449203,8.20E-13,6.37E-06,0.1377385
PA4248,rplF,rplF,2.710304335,2.04E-08,2.976441748,3.350130111,1.874904729,3.806918082,2.444166923,-0.93894261,1.15E-08,1.73E-12,0.002946262,4.05E-14,6.36E-07,0.216730408,5.15E-10,1.07E-13,0.000668054,7.54E-16,4.03E-08,0.138451858
PA2193,hcnA,hcnA,2.703454319,7.38E-06,1.734743249,3.99478312,4.649849586,3.114475632,2.128066678,2.292433006,0.00336501,2.52E-13,1.73E-12,1.23E-08,9.97E-05,0.001032235,0.000890564,1.37E-14,3.27E-14,1.02E-09,1.48E-05,0.000167033
PA4665,prfA,prfA,2.703122261,2.52E-13,3.161802698,3.674315464,0.01844636,2.683481615,2.722762907,1.476366459,8.19E-14,7.24E-21,0.991253187,9.35E-12,9.08E-12,0.004851296,1.15E-15,1.32E-22,0.970203409,3.40E-13,1.64E-13,0.001258374
PA2487,,PA2487,2.700718984,0.50022229,6.02685863,7.299986394,0,5.401437969,0,0,0.000494671,1.70E-06,1,0.001461756,1,1,9.40E-05,3.30E-07,1,0.000444581,1,1
PA4507,,PA4507,2.699310157,9.85E-14,2.99135899,2.798658976,4.722150049,2.599961339,1.372496237,1.23461393,1.65E-13,1.29E-14,8.49E-25,5.68E-12,0.000303827,0.015563016,2.47E-15,5.71E-16,1.64E-27,1.95E-13,5.46E-05,0.00545443
PA4386,groES,groES,2.696330632,2.94E-05,2.552867872,4.410117369,0.334258853,5.127456869,2.839793392,0.129398926,0.000311791,5.50E-11,0.770429291,9.15E-13,2.29E-05,0.914613105,5.61E-05,4.53E-12,0.670373539,2.44E-14,2.69E-06,0.870438039
PA3742,rplS,rplS,2.693312573,0.006034608,2.103450537,3.283174608,3.852830768,5.005426812,1.582458619,-1.7735131,0.031488743,0.000141615,0.000429819,1.75E-07,0.079908709,0.215504905,0.011997554,4.19E-05,7.17E-05,2.00E-08,0.040164714,0.137555518
PA3284,,PA3284,2.692642829,1.55E-06,2.270859449,2.524611185,2.860674474,3.113910966,3.31975317,1.690565767,0.000122519,1.15E-06,2.48E-05,1.71E-08,4.75E-09,0.018454604,1.89E-05,2.17E-07,2.89E-06,1.47E-09,1.61E-10,0.006781438
PA4479,mreD,mreD,2.689747078,2.67E-10,2.802030666,3.837737331,0.00132916,2.577463491,3.00400279,2.575060184,3.88E-09,4.05E-18,1,5.08E-09,2.83E-11,7.15E-06,1.53E-10,1.02E-19,0.998125574,3.82E-10,6.30E-13,2.53E-07
PA3309,,PA3309,2.674191172,0.000919599,1.407219357,4.029987693,2.764541806,4.974911901,2.583840538,0.380655602,0.122063017,4.51E-07,0.005889167,7.10E-09,0.001409532,0.767018038,0.059965471,7.83E-08,0.00151415,5.50E-10,0.000325048,0.685115447
PA4404,,PA4404,2.669191565,3.20E-07,2.691189938,2.647193193,3.338009897,2.709010014,1.476729223,0.424519411,5.44E-06,4.18E-07,6.59E-07,7.50E-07,0.007845033,0.623162046,5.41E-07,7.18E-08,5.03E-08,9.90E-08,0.002441075,0.519681746
PA2019,mexX,mexX,2.666816148,2.60E-06,2.437646996,2.406828247,6.384726262,2.912926871,2.370591191,2.8959853,6.00E-05,5.87E-06,1.65E-19,2.41E-07,3.17E-05,6.26E-05,8.26E-06,1.31E-06,8.67E-22,2.88E-08,3.95E-06,3.89E-06
PA3001,,PA3001,2.665934068,2.74E-05,2.286386375,3.333265551,3.045481761,3.11111386,2.013825534,0.298421063,0.000292777,5.76E-09,2.43E-05,1.31E-07,0.000630755,0.756670093,5.19E-05,6.87E-10,2.81E-06,1.45E-08,0.000127745,0.671815753
PA3647,,PA3647,2.660947698,4.61E-06,2.4210383,2.900857097,4.582797369,3.916226339,2.223149084,0.545941709,6.60E-05,8.13E-08,2.18E-11,2.24E-11,9.10E-05,0.524530121,9.21E-06,1.21E-08,5.54E-13,9.31E-13,1.32E-05,0.415444794
PA5446,,PA5446,2.660019681,0.002353063,4.036549472,3.137118334,2.182921029,3.972944979,1.728575646,-0.476554263,1.39E-07,3.02E-06,0.01516513,3.54E-08,0.013821602,0.679764929,8.27E-09,6.24E-07,0.004705502,3.37E-09,0.00481015,0.582894251
PA2945,,PA2945,2.650619769,2.92E-13,2.650858104,2.650381434,4.968150473,2.825866462,2.439743185,1.922059659,2.47E-11,7.63E-14,4.89E-28,3.92E-14,6.20E-11,9.26E-05,5.80E-13,3.74E-15,5.15E-31,7.22E-16,1.52E-12,6.58E-06
PA4855,purD,purD,2.648034538,3.41E-06,2.81535403,3.224673631,1.752714701,3.722325993,2.302666423,2.480715046,3.33E-06,3.76E-09,0.018650664,1.31E-10,4.98E-05,0.000587996,3.05E-07,4.24E-10,0.00599322,6.69E-12,6.52E-06,7.75E-05
PA3827,lptG,lptG,2.646402073,9.95E-08,2.679159977,2.856786918,2.613644169,2.774364067,2.082074942,0.374346672,2.18E-08,2.60E-11,2.32E-06,4.89E-10,3.42E-06,0.594528541,1.05E-09,2.01E-12,1.98E-07,2.86E-11,2.95E-07,0.489040939
PA3479,rhlA,rhlA,2.643187319,3.31E-06,2.962730128,2.737537515,3.315247345,2.548837124,2.257499256,0.611012394,7.88E-06,2.89E-06,1.06E-05,2.84E-05,0.000267917,0.508508288,8.16E-07,5.93E-07,1.09E-06,5.52E-06,4.71E-05,0.39936374
PA3770,guaB,guaB,2.636843794,9.10E-05,2.589452351,3.055277771,2.684235237,4.448276626,1.811234443,0.618673061,0.000175536,7.44E-07,0.000832598,5.67E-11,0.00496324,0.520568329,2.87E-05,1.36E-07,0.000153281,2.59E-12,0.001438103,0.411941488
PA3162,rpsA,rpsA,2.63369217,1.91E-05,2.555659603,3.009739797,2.711724736,4.00646743,2.323005772,-0.593825367,9.44E-05,2.70E-07,0.000352497,2.36E-10,0.000152987,0.548095439,1.40E-05,4.46E-08,5.77E-05,1.31E-11,2.42E-05,0.439784547
PA1030.1,P8,P8,2.628058098,0.148765264,0,1.738296929,0,3.517819267,4.416684029,5.562839536,1,0.349066195,1,0.062960145,0.009540898,0.001538447,1,0.265199642,1,0.032330885,0.003090997,0.000288616
PA5118,thiI,thiI,2.627743606,1.11E-05,2.838382447,3.959423921,2.246351971,4.544819579,2.417104765,1.241679569,2.43E-05,2.42E-10,0.004954988,7.63E-12,0.000125113,0.141817075,2.90E-06,2.23E-11,0.001228747,2.71E-13,1.93E-05,0.082407219
PA1959,bacA,bacA,2.623235868,1.11E-05,1.596894894,2.603161694,2.643310042,3.623915354,2.416033935,3.594296108,0.020543262,1.03E-05,0.00073669,1.36E-08,0.000127055,5.70E-06,0.007239535,2.43E-06,0.000133426,1.14E-09,1.97E-05,1.89E-07
PA2819.3,,PA2819.3,2.62275634,0.146179887,3.468463775,5.239327951,0,4.633970836,1.777048906,0,0.076307216,0.000303464,1,0.004928035,0.363680935,1,0.034055678,9.61E-05,1,0.001758283,0.258304097,1
PA2819,,PA2819,2.614042317,1.16E-08,2.902109875,4.907925321,0.891257709,3.764671973,2.325974759,0.554583435,2.61E-09,9.42E-25,0.181865722,1.36E-15,3.88E-07,0.412856974,9.95E-11,9.91E-27,0.097348271,1.69E-17,2.31E-08,0.308954394
PA2409,fpvE,fpvE,2.611095718,5.35E-06,3.105247857,3.28147136,-0.737869398,0.834124365,2.44188295,2.780308487,3.07E-07,2.10E-09,0.437268127,0.151234987,1.72E-05,0.000113769,2.06E-08,2.26E-10,0.310017386,0.090056215,1.95E-06,8.75E-06
PA0024,hemF,hemF,2.607203786,1.04E-06,2.151581797,2.43980732,2.971444151,3.954816293,2.602747085,2.611660488,0.000317129,3.05E-06,1.36E-05,6.97E-12,3.73E-06,0.000248254,5.73E-05,6.32E-07,1.45E-06,2.44E-13,3.24E-07,2.38E-05
PA1556,ccoO2,ccoO2,2.605807653,0.000100256,2.038356228,4.519487087,0.314531374,3.551232333,2.867716103,2.343899203,0.000941913,1.43E-14,0.750833309,1.11E-09,8.84E-07,0.001319246,0.000200453,6.39E-16,0.647919863,7.13E-11,5.89E-08,0.000234769
PA3472,,PA3472,2.605527648,0.000189151,1.707619402,2.846431152,5.728030389,5.606410377,2.364624143,1.222294562,0.036703176,5.41E-05,3.39E-10,8.41E-12,0.00155162,0.226197279,0.014422326,1.45E-05,1.19E-11,2.99E-13,0.000363806,0.145945483
PA1900,phzB2,phzB2,2.60446813,3.05E-05,1.871069654,2.126647815,4.320676761,0.594895871,4.080655577,3.082288446,0.00474687,0.000186147,4.31E-09,0.363225009,2.19E-10,7.20E-05,0.001322092,5.63E-05,1.99E-10,0.263143706,5.96E-12,4.67E-06
